costoTotalItems,delegacion,inStore,lat,lon
2894,iztapalapa,,19.327466,-99.103767
2894,iztapalapa,,19.327466,-99.103767
3599,iztapalapa,,19.452369,-99.138412
1159,iztapalapa,,19.295751,-99.073005
6998,iztapalapa,,19.35563,-99.11101
10999,cuahutemoc,,19.412235,-99.129707
3599,benitoJuarez,,19.38027,-99.18744
9349,alvaroObregon,,19.367424,-99.200286
9349,alvaroObregon,,19.367424,-99.200286
499,gustavo,,19.520215,-99.135932
3499,gustavo,,19.476545,-99.066787
6999,iztapalapa,,19.318466,-99.039062
11499,iztapalapa,,19.351463,-99.006378
13789,iztacalco,,19.4111,-99.065773
13499,gustavo,,19.483547,-99.110664
12499,iztapalapa,,19.344068,-99.029777
8799,iztacalco,,19.4111,-99.065773
3999,iztapalapa,,19.311473,-99.071601
8799,cuahutemoc,,19.445844,-99.149765
8799,miguelHidalgo,,19.402915,-99.182983
7699,gustavo,,19.463983,-99.100555
4749,magdalena,,19.320852,-99.247383
12199,iztapalapa,,,
1199,azcapotzalco,,19.472385,-99.187232
7299,iztapalapa,,19.342418,-98.992408
8799,gustavo,,19.463983,-99.100555
549,iztapalapa,,19.292985,-99.065521
705,venustiano,,19.444992,-99.108261
7699,benitoJuarez,,19.372333,-99.190597
2089,iztapalapa,,19.386123,-99.122421
4089,alvaroObregon,,19.337736,-99.196495
4089,alvaroObregon,,19.337736,-99.196495
11799,gustavo,,19.483718,-99.099967
10758,tlahuac,,19.369865,-99.037879
1449,azcapotzalco,,19.474744,-99.204444
10999,benitoJuarez,,19.381729,-99.164985
8799,coyoacan,,19.328702,-99.164985
13999,gustavo,,19.458498,-99.110687
13199,tlalpan,,19.277509,-99.172599
5549,azcapotzalco,,19.493692,-99.164985
3599,iztapalapa,,19.391553,-99.042594
4849,cuahutemoc,,19.443178,-99.144233
599,miguelHidalgo,,19.441356,-99.180213
8799,tlalpan,,19.295326,-99.143142
4089,alvaroObregon,,19.337736,-99.196495
8799,miguelHidalgo,,19.43678,-99.20482
8749,xochimilco,,19.25795,-99.11089
3999,iztacalco,,19.4111,-99.065773
1589,coyoacan,,19.308683,-99.175025
3479,coyoacan,,19.336912,-99.000473
8799,tlalpan,,19.29497,-99.13203
3319,alvaroObregon,,19.323923,-99.288261
3299,iztapalapa,,19.37873,-99.051254
9349,alvaroObregon,,19.367424,-99.200286
9349,alvaroObregon,,19.367424,-99.200286
4899,iztacalco,,19.384191,-99.094779
10290,gustavo,,19.570714,-99.131385
7955,tlalpan,,,
6748,iztapalapa,,19.330821,-99.004608
11499,venustiano,,19.432802,-99.098167
5337,alvaroObregon,,19.323923,-99.288261
7299,xochimilco,,19.24212,-99.099967
3961,iztapalapa,,19.31716,-99.0747
18999,venustiano,,19.439645,-99.082679
18999,benitoJuarez,,19.386495,-99.143539
5199,cuahutemoc,,19.436161,-99.137313
8799,miguelHidalgo,,19.43678,-99.20482
2899,cuahutemoc,,19.392518,-99.127967
799,iztapalapa,,19.341096,-99.036384
6099,alvaroObregon,,,
15449,magdalena,,,
5499,magdalena,,19.320852,-99.247383
22989,venustiano,,19.427028,-99.092292
8799,miguelHidalgo,,19.43678,-99.20482
950,coyoacan,,19.317401,-99.140769
7599,xochimilco,,19.353813,-99.163604
5295,venustiano,,19.432802,-99.098167
4839,coyoacan,,19.321548,-99.160835
950,miguelHidalgo,,19.431814,-99.194061
4488,azcapotzalco,,19.463634,-99.172958
4699,gustavo,,19.467704,-99.066787
5337,azcapotzalco,,19.500286,-99.180213
4245,iztacalco,,19.39303,-99.070159
8799,miguelHidalgo,,19.43678,-99.20482
8799,miguelHidalgo,,19.43678,-99.20482
14997,coyoacan,,19.329282,-99.119056
12789,gustavo,,19.492315,-99.140876
15599,iztapalapa,,19.342418,-98.992408
2398,benitoJuarez,,19.394357,-99.177444
788,cuahutemoc,,19.443178,-99.144233
2398,miguelHidalgo,,19.453142,-99.180213
912,iztapalapa,,19.365053,-98.997695
2398,cuahutemoc,,19.461416,-99.133163
789,magdalena,,19.319591,-99.243225
22989,miguelHidalgo,,19.441356,-99.180213
589,alvaroObregon,,19.345718,-99.211486
8278,venustiano,,19.41057,-99.120025
10299,iztapalapa,,19.352991,-99.003227
6983,iztapalapa,,19.373723,-99.133857
2995,iztapalapa,,19.353263,-99.108612
10959,benitoJuarez,,19.394357,-99.177444
3572,xochimilco,,19.250654,-99.076461
5333,benitoJuarez,,19.375411,-99.144233
433,xochimilco,,19.24212,-99.099967
179,xochimilco,,19.24212,-99.099967
3999,alvaroObregon,,19.329259,-99.27024
1199,miguelHidalgo,,19.436515,-99.173988
1099,xochimilco,,19.24212,-99.099967
1499,miguelHidalgo,,19.432657,-99.177444
999,miguelHidalgo,,19.436515,-99.173988
1399,benitoJuarez,,19.38833,-99.17459
699,gustavo,,19.496761,-99.07508
9999,iztacalco,,19.395153,-99.102874
468,iztapalapa,,19.336938,-99.111724
3999,alvaroObregon,,19.371189,-99.262481
3999,miguelHidalgo,,19.433916,-99.187873
1939,benitoJuarez,,19.367185,-99.162429
468,iztapalapa,,19.332429,-99.06179
468,iztapalapa,,19.380271,-99.088958
468,cuajimalpa,,19.366348,-99.293655
3999,cuajimalpa,,19.355751,-99.299346
936,gustavo,,19.536724,-99.178405
468,gustavo,,19.487855,-99.09098
6599,iztapalapa,,19.370042,-99.07508
5396,xochimilco,,19.226192,-99.116111
2789,miguelHidalgo,,19.42756,-99.20766
3569,xochimilco,,19.250654,-99.076461
2926,coyoacan,,19.328702,-99.164985
4105,tlahuac,,19.284006,-99.042594
7268,alvaroObregon,,19.3523,-99.23645
8849,iztapalapa,,19.341096,-99.036384
6817,gustavo,,19.500286,-99.122093
4915,tlalpan,,19.27898,-99.165336
22989,coyoacan,,19.328702,-99.164985
5337,tlalpan,,19.300371,-99.171913
5396,benitoJuarez,,19.365388,-99.189559
6817,miguelHidalgo,,19.457485,-99.210678
5335,tlalpan,,19.200069,-99.146362
1838,venustiano,,19.41057,-99.120025
11994,coyoacan,,19.328702,-99.164985
9499,benitoJuarez,,19.37108,-99.16536
3099,iztapalapa,,19.343191,-99.02256
8799,miguelHidalgo,,19.402915,-99.182983
8799,miguelHidalgo,,19.402915,-99.182983
8799,miguelHidalgo,,19.402915,-99.182983
8799,miguelHidalgo,,19.402915,-99.182983
8799,miguelHidalgo,,19.402915,-99.182983
1799,iztapalapa,,19.330596,-99.053649
8799,xochimilco,,19.226192,-99.116111
5999,xochimilco,,19.262187,-99.11103
8799,xochimilco,,19.226192,-99.116111
8799,xochimilco,,19.226192,-99.116111
8799,xochimilco,,19.226192,-99.116111
10999,magdalena,,19.327167,-99.224525
1999,coyoacan,,19.328832,-99.133163
11799,iztapalapa,,19.391822,-99.059089
12799,alvaroObregon,,19.32752,-99.21173
8799,benitoJuarez,,19.375411,-99.144233
4798,venustiano,,19.439645,-99.082679
5499,benitoJuarez,,19.386495,-99.143539
13499,azcapotzalco,,19.49905,-99.20181
14790,cuahutemoc,,19.392518,-99.127967
6679,cuahutemoc,,19.417364,-99.159454
13499,azcapotzalco,,19.49905,-99.20181
13499,azcapotzalco,,19.49905,-99.20181
13499,azcapotzalco,,19.49905,-99.20181
15999,venustiano,,19.446598,-99.09098
11399,tlalpan,,19.28582,-99.21857
10299,gustavo,,19.495084,-99.093742
18999,alvaroObregon,,19.36111,-99.194061
950,miguelHidalgo,,19.431814,-99.194061
22499,cuahutemoc,,19.407747,-99.131088
1099,cuahutemoc,,19.446828,-99.159454
494,tlalpan,,19.30178,-99.202369
1499,coyoacan,,19.343421,-99.135932
446,miguelHidalgo,,19.429861,-99.206398
1849,gustavo,,19.461273,-99.121406
860,azcapotzalco,,19.500823,-99.194274
7397,tlalpan,,19.278383,-99.162567
1699,iztapalapa,,19.330596,-99.053649
798,iztapalapa,,19.336938,-99.111724
559,iztacalco,,19.385911,-99.096511
1999,benitoJuarez,,19.39912,-99.141464
3999,gustavo,,19.552143,-99.131088
478,gustavo,,19.466737,-99.085922
1199,azcapotzalco,,19.462192,-99.161529
3293,gustavo,,19.49003,-99.133178
3999,benitoJuarez,,19.360403,-99.149765
999,cuajimalpa,,19.355751,-99.299346
2398,iztapalapa,,19.391822,-99.059089
7499,miguelHidalgo,,19.458408,-99.191055
12031,benitoJuarez,,19.375444,-99.154312
16099,iztapalapa,,41.546276,2.10861301
3589,gustavo,,19.496761,-99.07508
1299,gustavo,,19.473623,-99.124862
499,cuajimalpa,,19.355751,-99.299346
5335,azcapotzalco,,19.49135,-99.21157
22989,iztacalco,,19.400096,-99.122093
2395,xochimilco,,19.199781,-99.122093
5396,tlalpan,,19.291194,-99.223052
5984,gustavo,,19.525054,-99.171218
6679,gustavo,,19.470235,-99.07508
2395,tlalpan,,19.303085,-99.108566
5278,coyoacan,,19.345811,-99.146995
4999,iztapalapa,,19.341096,-99.036384
2899,gustavo,,19.582387,-99.130393
8499,benitoJuarez,,19.387763,-99.176757
1499,miguelHidalgo,,19.440935,-99.188522
8768,milpaAlta,,19.215129,-98.978057
17399,iztapalapa,,19.391822,-99.059089
8249,iztacalco,,19.384191,-99.094779
3999,tlalpan,,19.292388,-99.230628
3799,gustavo,,19.552143,-99.131088
699,coyoacan,,19.303735,-99.163604
788,gustavo,,19.463983,-99.100555
792,cuahutemoc,,19.443178,-99.144233
6199,alvaroObregon,,19.39335,-99.189422
559,alvaroObregon,,19.39335,-99.189422
7599,azcapotzalco,,19.473623,-99.197517
7299,alvaroObregon,,19.345718,-99.211486
8298,iztapalapa,,19.368242,-99.11103
12799,tlahuac,,19.285511,-99.012199
2599,iztacalco,,19.39303,-99.070159
6269,iztacalco,,19.39303,-99.070159
749,magdalena,,19.326883,-99.244606
8298,iztapalapa,,19.368242,-99.11103
8298,iztapalapa,,19.368242,-99.11103
8298,iztapalapa,,19.368242,-99.11103
8298,iztapalapa,,19.368242,-99.11103
8298,iztapalapa,,19.368242,-99.11103
8298,iztapalapa,,19.368242,-99.11103
8298,iztapalapa,,19.368242,-99.11103
8298,iztapalapa,,19.368242,-99.11103
8298,iztapalapa,,19.368242,-99.11103
8298,iztapalapa,,19.368242,-99.11103
6269,iztacalco,,19.39303,-99.070159
2599,iztacalco,,19.39303,-99.070159
9499,benitoJuarez,,19.386495,-99.143539
8799,coyoacan,,19.328702,-99.164985
8298,iztapalapa,,19.368242,-99.11103
8298,iztapalapa,,19.368242,-99.11103
8298,iztapalapa,,19.368242,-99.11103
9499,benitoJuarez,,19.386495,-99.143539
1949,tlalpan,,19.290952,-99.124862
16099,iztapalapa,,41.546276,2.10861301
3998,iztapalapa,,19.353263,-99.108612
9499,benitoJuarez,,19.386495,-99.143539
8299,coyoacan,,19.328702,-99.164985
7500,benitoJuarez,,19.375444,-99.154312
13499,cuahutemoc,,19.435634,-99.149513
239,gustavo,,,
4389,iztacalco,,19.400096,-99.122093
8799,venustiano,,19.432802,-99.098167
9999,iztapalapa,,19.354766,-99.093734
14349,benitoJuarez,,,
25659,gustavo,,,
25659,gustavo,,,
299,tlahuac,,19.369865,-99.037879
8799,venustiano,,19.443593,-99.121406
5549,xochimilco,,19.237344,-99.092361
11799,coyoacan,,19.343421,-99.135932
9348,benitoJuarez,,19.392822,-99.15007
7249,iztacalco,,19.391803,-99.10704
7249,cuahutemoc,,19.41464,-99.139549
5549,cuahutemoc,,19.412235,-99.129707
1199,cuahutemoc,,19.417922,-99.148384
7499,gustavo,,19.453739,-99.066093
7499,benitoJuarez,,19.403192,-99.155647
1999,cuajimalpa,,19.354755,-99.318763
6599,gustavo,,19.485549,-99.122093
1999,benitoJuarez,,19.367185,-99.162429
5598,gustavo,,19.504919,-99.132469
3399,cuahutemoc,,19.446828,-99.159454
9499,benitoJuarez,,19.37108,-99.16536
426,iztacalco,,19.385911,-99.096511
9499,benitoJuarez,,19.37108,-99.16536
5299,iztapalapa,,19.34276,-99.04624
791,iztapalapa,,19.365053,-98.997695
8749,xochimilco,,19.25795,-99.11089
8749,xochimilco,,19.25795,-99.11089
7699,tlalpan,,19.29497,-99.13203
11999,tlalpan,,19.295394,-99.125915
4399,miguelHidalgo,,19.433916,-99.187873
4999,milpaAlta,,19.215129,-98.978057
398,iztapalapa,,19.380271,-99.088958
5299,iztapalapa,,19.34276,-99.04624
19599,coyoacan,,19.328702,-99.164985
897,gustavo,,19.504919,-99.132469
9499,iztapalapa,,19.352991,-99.003227
2199,gustavo,,19.468629,-99.092361
2199,miguelHidalgo,,19.402915,-99.182983
2398,alvaroObregon,,19.374872,-99.210868
2398,azcapotzalco,,19.477827,-99.216217
9499,iztapalapa,,19.352991,-99.003227
5299,iztapalapa,,19.34276,-99.04624
4399,miguelHidalgo,,19.433916,-99.187873
4999,gustavo,,19.473623,-99.124862
10290,benitoJuarez,,19.380393,-99.147689
4899,miguelHidalgo,,19.43681,-99.2049
2874,coyoacan,,19.328702,-99.164985
2874,alvaroObregon,,19.331932,-99.246688
5295,benitoJuarez,,19.388044,-99.185752
5295,azcapotzalco,,19.488149,-99.172599
4199,coyoacan,,19.343421,-99.135932
3099,tlahuac,,19.298187,-99.053649
5295,cuahutemoc,,19.446828,-99.159454
3998,tlahuac,,19.298187,-99.053649
4999,coyoacan,,19.328702,-99.164985
4899,coyoacan,,19.345617,-99.173698
4498,alvaroObregon,,19.358585,-99.185752
5949,iztapalapa,,19.354766,-99.093734
2874,gustavo,,19.49571,-99.081298
3793,alvaroObregon,,19.329259,-99.27024
3998,gustavo,,19.487855,-99.09098
4490,gustavo,,19.473976,-99.132469
3998,venustiano,,19.420297,-99.115875
3799,iztapalapa,,19.377367,-99.120018
6264,cuajimalpa,,19.354755,-99.318763
10299,cuahutemoc,,19.446191,-99.128318
8599,iztacalco,,19.39036,-99.13831
8639,coyoacan,,19.325521,-99.107048
5299,iztapalapa,,19.34276,-99.04624
9349,venustiano,,19.432802,-99.098167
8299,iztapalapa,,19.336938,-99.111724
9999,azcapotzalco,,19.485216,-99.208915
9999,azcapotzalco,,19.485216,-99.208915
7398,miguelHidalgo,,19.453142,-99.180213
799,iztapalapa,,19.32835,-99.064643
779,iztapalapa,,19.365053,-98.997695
599,iztapalapa,,19.365877,-99.049461
339,venustiano,,19.41097,-99.125556
513,azcapotzalco,,19.467382,-99.14994
6999,venustiano,,19.420581,-99.124862
3990,miguelHidalgo,,19.443178,-99.202369
10299,coyoacan,,19.345811,-99.146995
7199,miguelHidalgo,,19.431814,-99.194061
6268,iztapalapa,,19.452369,-99.138412
8278,cuahutemoc,,19.452369,-99.138412
3297,tlalpan,,19.300968,-99.116172
4493,alvaroObregon,,19.358585,-99.185752
6983,coyoacan,,19.335817,-99.119522
6265,iztapalapa,,19.325326,-99.057136
6879,alvaroObregon,,19.334812,-99.204444
6983,iztapalapa,,19.354297,-98.997848
5299,tlahuac,,19.312614,-98.973342
6999,venustiano,,19.420581,-99.124862
899,venustiano,,19.453836,-99.122787
9349,gustavo,,19.451997,-99.086135
1798,alvaroObregon,,19.372528,-99.266433
3499,gustavo,,19.535171,-99.144706
299,iztacalco,,19.394557,-99.129707
349,azcapotzalco,,19.494487,-99.19593
2399,benitoJuarez,,19.381729,-99.164985
764,miguelHidalgo,,19.441356,-99.180213
239,gustavo,,19.473623,-99.124862
3205,miguelHidalgo,,19.402915,-99.182983
2089,gustavo,,19.451997,-99.086135
1999,gustavo,,19.484119,-99.080368
5335,gustavo,,19.487855,-99.09098
2899,benitoJuarez,,19.39057,-99.18188
1999,miguelHidalgo,,19.456174,-99.203254
3390,miguelHidalgo,,19.457485,-99.210678
4915,xochimilco,,19.20996,-99.098144
4479,miguelHidalgo,,19.402036,-99.207557
6817,benitoJuarez,,19.360403,-99.149765
792,tlahuac,,19.369865,-99.037879
12799,coyoacan,,19.32323,-99.1598
18999,alvaroObregon,,19.340915,-99.225112
18999,alvaroObregon,,19.340915,-99.225112
18999,alvaroObregon,,19.340915,-99.225112
5849,venustiano,,19.416904,-99.091667
3649,alvaroObregon,,19.35131,-99.17913
3961,cuahutemoc,,19.43236,-99.15554
3961,cuahutemoc,,19.43236,-99.15554
22999,iztacalco,,19.400096,-99.122093
22999,iztacalco,,19.400096,-99.122093
7999,tlalpan,,19.299507,-99.12313
18999,gustavo,,19.496761,-99.07508
9999,iztacalco,,19.40009,-99.11347
2199,tlalpan,,19.24699,-99.142501
13949,venustiano,,19.438604,-99.103424
9999,iztacalco,,19.395153,-99.102874
22999,iztacalco,,19.400096,-99.122093
7673,iztacalco,,19.396448,-99.121406
7299,gustavo,,19.504348,-99.099967
6644,venustiano,,19.425535,-99.070243
7299,gustavo,,19.504348,-99.099967
9499,iztapalapa,,19.327568,-99.060783
8098,gustavo,,19.452598,-99.09616
8098,gustavo,,19.452598,-99.09616
7499,iztacalco,,19.396448,-99.121406
14699,gustavo,,19.48161,-99.09361
22999,gustavo,,19.496761,-99.07508
10999,tlahuac,,19.29129,-99.032997
4499,gustavo,,19.510383,-99.097198
4599,cuajimalpa,,19.367952,-99.298309
8749,xochimilco,,19.25795,-99.11089
2395,gustavo,,19.49571,-99.081298
792,miguelHidalgo,,19.440935,-99.188522
22989,tlalpan,,19.29556,-99.18018
5396,gustavo,,19.478521,-99.086135
20451,tlahuac,,19.286397,-98.994247
6817,azcapotzalco,,19.492078,-99.175025
5335,iztacalco,,19.393833,-99.085449
6817,iztapalapa,,19.354766,-99.093734
5396,coyoacan,,19.348478,-99.152534
3355,cuahutemoc,,19.41464,-99.139549
792,coyoacan,,19.328702,-99.164985
792,alvaroObregon,,19.345718,-99.211486
9999,iztapalapa,,19.373723,-99.133857
8299,iztapalapa,,19.370042,-99.07508
8299,iztapalapa,,19.370042,-99.07508
8298,iztacalco,,19.39303,-99.070159
18999,iztapalapa,,19.345443,-99.110336
1549,iztapalapa,,19.330596,-99.053649
4800,iztapalapa,,19.342082,-99.053215
9999,tlalpan,,19.300968,-99.116172
12799,alvaroObregon,,19.337406,-99.204093
5299,benitoJuarez,,19.368541,-99.163604
13999,tlahuac,,19.270622,-99.000457
5299,benitoJuarez,,19.368541,-99.163604
13999,tlahuac,,19.270622,-99.000457
792,iztapalapa,,19.330596,-99.053649
7499,cuahutemoc,,19.452369,-99.138412
7398,benitoJuarez,,19.403192,-99.155647
7999,magdalena,,19.318962,-99.2266
13499,cuahutemoc,,19.435634,-99.149513
4948,iztacalco,,19.391164,-99.094696
7499,benitoJuarez,,19.403192,-99.155647
6499,iztapalapa,,19.369113,-99.028312
4499,gustavo,,19.510383,-99.097198
15999,iztapalapa,,19.359298,-99.071746
496,iztacalco,,19.39798,-99.10606
1399,iztacalco,,19.384191,-99.094779
8638,iztacalco,,19.384191,-99.094779
8749,xochimilco,,19.25795,-99.11089
12789,iztapalapa,,19.347478,-99.1138
6598,tlahuac,,19.237829,-99.000808
1798,coyoacan,,19.312898,-99.113105
10999,tlalpan,,19.27168,-99.1548
12799,miguelHidalgo,,19.449352,-99.189559
3799,venustiano,,19.420297,-99.115875
12789,gustavo,,19.544984,-99.126937
9999,cuahutemoc,,19.445844,-99.149765
9829,miguelHidalgo,,19.446756,-99.197174
792,magdalena,,19.312822,-99.253265
6817,coyoacan,,19.335397,-99.165031
6847,iztapalapa,,19.37357,-99.01887
12789,gustavo,,19.49003,-99.133178
6499,miguelHidalgo,,19.402915,-99.182983
2089,gustavo,,19.570714,-99.131385
7268,azcapotzalco,,19.493106,-99.202659
2302,cuahutemoc,,19.392518,-99.127967
2376,cuahutemoc,,19.443178,-99.144233
9300,gustavo,,19.492,-99.103767
8849,miguelHidalgo,,19.457485,-99.210678
7773,benitoJuarez,,19.378147,-99.14112
6817,iztapalapa,,19.359298,-99.071746
3355,iztapalapa,,19.330821,-99.004608
949,alvaroObregon,,19.320575,-99.209289
496,xochimilco,,19.232152,-99.107856
5337,tlalpan,,19.297712,-99.150741
792,iztacalco,,19.39303,-99.070159
999,tlalpan,,19.30178,-99.202369
1455,cuahutemoc,,19.418058,-99.131088
2789,venustiano,,19.416904,-99.091667
4258,iztapalapa,,19.341096,-99.036384
799,miguelHidalgo,,19.458408,-99.191055
799,benitoJuarez,,19.368541,-99.163604
7499,gustavo,,19.470811,-99.107574
4089,iztapalapa,,19.361932,-99.119331
8749,xochimilco,,19.25795,-99.11089
11399,azcapotzalco,,19.47517,-99.152534
8749,xochimilco,,19.25795,-99.11089
8749,xochimilco,,19.25795,-99.11089
8749,xochimilco,,19.25795,-99.11089
14899,azcapotzalco,,19.477827,-99.216217
14899,azcapotzalco,,19.477827,-99.216217
4089,iztapalapa,,19.361932,-99.119331
12789,alvaroObregon,,19.37338,-99.23526
7499,benitoJuarez,,19.375411,-99.144233
7542,tlalpan,,19.300371,-99.171913
5549,benitoJuarez,,19.366802,-99.1725
5999,cuahutemoc,,19.4333,-99.13485
10999,coyoacan,,19.345811,-99.146995
9829,miguelHidalgo,,19.446756,-99.197174
11329,gustavo,,,
11329,tlahuac,,,
9349,venustiano,,19.432802,-99.098167
18999,tlalpan,,19.273345,-99.218635
6599,gustavo,,19.485549,-99.122093
9349,venustiano,,19.432802,-99.098167
9349,venustiano,,19.432802,-99.098167
22999,coyoacan,,19.328702,-99.164985
1048,iztacalco,,19.385911,-99.096511
13149,iztapalapa,,19.377367,-99.120018
9999,iztapalapa,,19.330821,-99.004608
8799,alvaroObregon,,19.372694,-99.226646
6599,cuahutemoc,,19.42784,-99.16695
15999,gustavo,,19.525054,-99.171218
15999,gustavo,,19.525054,-99.171218
15999,gustavo,,19.525054,-99.171218
15499,gustavo,,19.525054,-99.171218
18999,azcapotzalco,,19.478719,-99.177352
18999,iztapalapa,,19.341096,-99.036384
8299,iztapalapa,,19.336938,-99.111724
8299,iztapalapa,,19.336938,-99.111724
7599,benitoJuarez,,19.367424,-99.185752
22999,gustavo,,19.487855,-99.09098
18999,azcapotzalco,,19.478719,-99.177352
18999,iztapalapa,,19.341096,-99.036384
18999,miguelHidalgo,,19.453142,-99.180213
1599,iztapalapa,,19.357969,-99.066093
10758,coyoacan,,19.318096,-99.126937
3198,benitoJuarez,,19.39912,-99.141464
7995,iztapalapa,,19.341096,-99.036384
2776,magdalena,,19.326883,-99.244606
7198,iztapalapa,,19.352991,-99.003227
3449,miguelHidalgo,,19.448438,-99.200286
3999,venustiano,,19.411109,-99.122787
3999,iztapalapa,,19.310697,-99.074295
4349,xochimilco,,19.226192,-99.116111
3449,miguelHidalgo,,19.444227,-99.187385
4349,venustiano,,19.414806,-99.078536
7799,cuajimalpa,,19.374132,-99.285491
11733,tlalpan,,19.292388,-99.230628
18999,azcapotzalco,,19.500823,-99.194274
1999,alvaroObregon,,19.395689,-99.202018
799,coyoacan,,19.322523,-99.141464
398,iztacalco,,19.391803,-99.10704
11758.8,cuajimalpa,,,
6099,alvaroObregon,,,
25659,iztapalapa,,,
12499,iztapalapa,,19.301988,-99.066093
5799,coyoacan,,19.348478,-99.152534
7499,alvaroObregon,,19.395689,-99.202018
1799,tlalpan,,19.286354,-99.216217
7498,xochimilco,,19.246906,-99.122093
11994,miguelHidalgo,,19.43678,-99.20482
11994,miguelHidalgo,,19.43678,-99.20482
793,tlalpan,,19.286354,-99.216217
197.44,tlalpan,,19.286354,-99.216217
2499,alvaroObregon,,19.371189,-99.262481
3999,iztapalapa,,19.452369,-99.138412
6999,miguelHidalgo,,19.436391,-99.221527
6999,miguelHidalgo,,19.436391,-99.221527
4899,coyoacan,,19.322523,-99.141464
4899,coyoacan,,19.331863,-99.175369
4839,coyoacan,,19.343978,-99.124862
1394,iztacalco,,19.400381,-99.131088
4065,gustavo,,19.461412,-99.118637
950,tlalpan,,19.287673,-99.161811
9999,azcapotzalco,,19.485216,-99.208915
2199,miguelHidalgo,,19.409297,-99.187828
795,gustavo,,19.465553,-99.116912
8299,gustavo,,19.460218,-99.113105
22999,benitoJuarez,,19.375444,-99.154312
9999,benitoJuarez,,19.367185,-99.162429
7699,cuahutemoc,,19.392518,-99.127967
7699,iztacalco,,19.384191,-99.094779
7699,benitoJuarez,,19.39809,-99.17124
7699,iztapalapa,,19.346872,-99.052268
794,benitoJuarez,,19.367185,-99.162429
2926,coyoacan,,19.321548,-99.160835
8749,xochimilco,,19.25795,-99.11089
705,iztacalco,,19.391803,-99.10704
8749,xochimilco,,19.25795,-99.11089
793,venustiano,,19.444992,-99.108261
1829,iztapalapa,,19.304809,-99.083374
9999,gustavo,,19.50489,-99.097328
10299,gustavo,,19.485109,-99.072311
10959,venustiano,,19.44239,-99.096382
2893,coyoacan,,19.311586,-99.153915
7199,tlahuac,,19.312614,-98.973342
8298,miguelHidalgo,,19.45848,-99.19126
7199,cuahutemoc,,19.405296,-99.150459
8278,alvaroObregon,,19.39335,-99.189422
8278,iztapalapa,,19.304809,-99.083374
299,venustiano,,19.432802,-99.098167
559,cuahutemoc,,19.446828,-99.159454
10899,alvaroObregon,,19.397003,-99.213363
446,venustiano,,19.453836,-99.122787
889,benitoJuarez,,19.39599,-99.16016
1358,iztacalco,,19.393,-99.09882
7268,cuahutemoc,,19.405298,-99.164985
4999,gustavo,,19.535171,-99.144706
1749,coyoacan,,19.328702,-99.164985
9888,coyoacan,,19.328702,-99.164985
4389,cuahutemoc,,19.417364,-99.159454
2600,coyoacan,,19.328702,-99.164985
11799,iztapalapa,,19.292985,-99.065521
794,gustavo,,19.48139,-99.10451
5337,iztapalapa,,19.325326,-99.057136
8299,iztapalapa,,19.336938,-99.111724
8299,iztapalapa,,19.336938,-99.111724
8299,iztapalapa,,19.336938,-99.111724
4599,cuahutemoc,,19.443178,-99.144233
3999,tlalpan,,19.263624,-99.170524
10999,gustavo,,19.484119,-99.080368
6398,miguelHidalgo,,19.408813,-99.18534
8749,xochimilco,,19.25795,-99.11089
18999,benitoJuarez,,19.396593,-99.133163
14699,cuahutemoc,,19.457351,-99.155303
7699,gustavo,,19.476545,-99.066787
8749,xochimilco,,19.25795,-99.11089
14699,cuahutemoc,,19.457351,-99.155303
14699,cuahutemoc,,19.457351,-99.155303
8749,xochimilco,,19.25795,-99.11089
14699,cuahutemoc,,19.457351,-99.155303
8749,xochimilco,,19.25795,-99.11089
8749,xochimilco,,19.25795,-99.11089
18999,benitoJuarez,,19.396593,-99.133163
398,iztapalapa,,19.354766,-99.093734
7699,alvaroObregon,,19.39927,-99.21347
6799,iztapalapa,,19.365877,-99.049461
497,alvaroObregon,,19.355354,-99.242187
8749,gustavo,,19.448192,-99.059181
7058,iztapalapa,,19.365095,-99.129707
3699,miguelHidalgo,,19.441356,-99.180213
3699,miguelHidalgo,,19.441356,-99.180213
3699,miguelHidalgo,,19.441356,-99.180213
9999,venustiano,,19.416904,-99.091667
18999,benitoJuarez,,19.396593,-99.133163
18999,benitoJuarez,,19.396593,-99.133163
18999,benitoJuarez,,19.396593,-99.133163
6839,iztapalapa,,41.546276,2.10861301
11499,benitoJuarez,,19.367185,-99.162429
11499,benitoJuarez,,19.367185,-99.162429
2578,gustavo,,19.495084,-99.093742
18999,coyoacan,,19.328702,-99.164985
10299,gustavo,,19.468629,-99.092361
6999,xochimilco,,19.246906,-99.122093
5337,iztapalapa,,19.325326,-99.057136
3355,tlalpan,,19.29556,-99.18018
6999,coyoacan,,19.319931,-99.14907
18999,gustavo,,19.485109,-99.072311
3999,gustavo,,19.471,-99.144958
3049,tlahuac,,19.279188,-99.005989
8799,tlalpan,,19.291194,-99.223052
18999,gustavo,,19.467704,-99.066787
794,coyoacan,,19.339212,-99.151817
4948,coyoacan,,19.339212,-99.151817
1240,venustiano,,19.415771,-99.10733
3759,cuahutemoc,,19.405298,-99.164985
3999,gustavo,,19.473976,-99.132469
4999,coyoacan,,19.321548,-99.160835
4849,alvaroObregon,,19.363862,-99.215309
3599,tlalpan,,19.244279,-99.146186
3599,iztacalco,,19.387466,-99.116912
3999,coyoacan,,19.328702,-99.164985
